REGION,COUNTRY,PNET ID,Partner Tier,GSI (Y/N),High Touch (Y/N),Veritas Partners,Stakeholder type,"Areas of Support
",Activity type,"Activity 
Date
DD/MM/YYYY",Notes category,Notes (free text)
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Call/Chat Messaging,3-Sep-21,General,Verbal claim reminder to Tommy on BERCA's activity
South Asia & Pacific,Indonesia,63113,Platinum,No,Y,PT Berca Hardayaperkasa,Partner,PRM related activities,,6-Sep-21,General,Review and L1 approve partner's Activity ID 413934
South Asia & Pacific,Indonesia,63113,Platinum,No,Y,PT Berca Hardayaperkasa,Partner,PRM related activities,,6-Sep-21,General,Review and L1 approve partner's Activity ID 413933
South Asia & Pacific,Indonesia,63113,Platinum,No,Y,PT Berca Hardayaperkasa,Partner,PRM related activities,,6-Sep-21,General,Review and L1 approve partner's Activity ID 413935
South Asia & Pacific,Thailand,53657,Platinum,No,Y,MFEC Public Company Limited,Partner,PRM related activities,,6-Sep-21,General,Review and L1 approve partner's Activity ID 413928
South Asia & Pacific,New Zealand,36889,Platinum,No,N,Datacom Systems Ltd,Partner,PRM related activities,Call/Chat Messaging,6-Sep-21,General,Amendments to the activity submitted 
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Call/Chat Messaging,9-Sep-21,General,Get clarification from Alex whether resellers can accept the voucher or not and their details
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Call/Chat Messaging,13-Sep-21,General,Remind Weerakit on expiring activity ID 413658 
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,PRM related activities,Call/Chat Messaging,13-Sep-21,General,remind Trudie on partner's activity ID 413379 expiring on 23 sept
South Asia & Pacific,Australia,6361,Distribution Partner,No,Y,Dicker Data,Partner,Non Marketing,Call/Chat Messaging,15-Sep-21,General,ORR tagging 
South Asia & Pacific,Australia,6361,Distribution Partner,No,Y,Dicker Data,Partner,Non Marketing,Call/Chat Messaging,17-Sep-21,General,ORR tagging 
North Asia,Japan,67263,Platinum,No,Y,Itochu Techno-Solutions Corporation,Veritas regional team,ORR Support,Call/Chat Messaging,1/7/2021,Escalations,PSM identified that the wrong product name was selected for ORR. Dicussed on the solution. Action to Yuki - send Okazaki san and Itosan on Exceptional Request Process guide
North Asia,Japan,67263,Platinum,No,Y,Itochu Techno-Solutions Corporation,Veritas regional team,ORR Support,Emails,1/7/2021,Escalations,Exceptional Request Process guide has sent to Okazaki san and Itosan
North Asia,Japan,67263,Platinum,No,Y,Itochu Techno-Solutions Corporation,Veritas regional team,ORR Support,Emails,1/7/2021,General,Exceptional Request Process guide has sent to Okazaki san and Itosan
North Asia,Japan,67263,Platinum,No,Y,Itochu Techno-Solutions Corporation,Partner,ORR Support,Emails,1/7/2021,General,"ORR creation request received from partner. Distributor advised them to register ORR to get volume discount. Registering MB deals is out of our scope, gently advised partner to deal with this. "
North Asia,Japan,67263,Platinum,No,Y,Itochu Techno-Solutions Corporation,Veritas regional team,ORR Support,Call/Chat Messaging,1/7/2021,General,Discussed with PSM. Explained it to him that Distributor is able to register on-behalf partner.  Action to Yuki to let DSM( Kenji Nishite)  knows about this and work on this.
North Asia,Japan,44205,Distribution Partner,No,Y,SB C&S Corp.,Veritas regional team,ORR Support,Call/Chat Messaging,1/7/2021,General,Informed DSM that CTC needs support on MB deals. Discussed on the action point. Explained it to him that MB ORR registration is out of our scope. 
North Asia,0,0,0,0,N,Veritas JPN,Veritas Channel Ops,PRM related activities,Emails,1/7/2021,General,Requested to obtain partner net access for PSM. demo account info has been received and shared.
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Non Marketing,Webex/MS Teams,2/7/2021,General,Japan task force meeting  - Yuki to remain to provide VPDF and ORR support to 4 key accounts.
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,2/7/2021,General,Demo account info received and shared with Ito san
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,2/7/2021,General,"Clairies Public Tender ORRs with Cherise -  after having 3 days session with Nicole, they have questions. Japan team requested me to check with Cherise on this, not Nicole.  Gathered andswers from Cherise. Also clarified if the rebate is reflect on reseller price or distributor price. "
North Asia,0,0,0,0,N,Veritas JPN,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,2/7/2021,General,"Translated the below points and shared with Itosan.
Public Tender - there is no restriction to submit, however Veritas has rights to refuse to pay rebate if they find out )
Rebate - will be paid to disti price. the reseller price which partner registered are not used for rebate calculation."
North Asia,Japan,67263,Platinum,No,Y,Itochu Techno-Solutions Corporation,Veritas Channel Ops,PRM related activities,Emails,2/7/2021,General,Requested Channel Ops team to amend Distributor name for CTC.
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Non Marketing,Emails,7/7/2021,General,Monthly catch up
North Asia,0,0,0,0,N,Veritas JPN,Veritas APJ,Non Marketing,Emails,7/7/2021,General,Sent a note to RCL  and Ito san to confirm the ORR target for this quarter.
North Asia,0,0,0,0,N,Veritas JPN,Veritas APJ,Non Marketing,Emails,7/7/2021,General,"Received answer from RCL. Confrimed 2.5M for ORR, MB will be decided in 15th. If they decide to set the traget for MB, they will let me know. It's been shared with Alice."
North Asia,Japan,67258,Gold,No,N,NETONESYSTEMS CO LTD,Veritas regional team,VPDF Planning,Emails,7/7/2021,General,Requested to Koumoto san to have a call. Need to obetain update on VPDF and ORRs
North Asia,Japan,67263,Platinum,No,Y,Itochu Techno-Solutions Corporation,Veritas Channel Ops,PRM related activities,Emails,9/7/2021,General,Received answer from Channel Ops team. Advised to raise exception request. The message is shared with Japan Sales Ops team.
North Asia,Japan,67258,Gold,No,N,NETONESYSTEMS CO LTD,Veritas regional team,ORR Support,Emails,12/7/2021,General,"ORR update received from PSM.  Deal ID:3530583 needs to be changed to ""lost"" Action taken."
North Asia,Japan,67258,Gold,No,N,NETONESYSTEMS CO LTD,Veritas regional team,VPDF Planning,Emails,12/7/2021,General,"VPDF update received from PSM. None of partner is willing to use VPDF, so requested to release 20k"
North Asia,Japan,67258,Gold,No,N,NETONESYSTEMS CO LTD,Veritas regional team,VPDF Planning,Webex/MS Teams,8/7/2021,General,"Obtained VPDF update - Partner is no longer able to execute the plan (20K). Advised him to check with his team if any partner wants to use.  ORR - The repeating workshop with ORR introduction is plan, however the website is not used.  post workshop follow up won't be effective as they already familier with Veritas. "
North Asia,Japan,67258,Gold,No,N,NETONESYSTEMS CO LTD,Veritas Channel Ops,VPDF Planning,Emails,12/7/2021,General,Sent a note to Cherise that Japan wants to release 20K as NOS is not longer able to spend and Japan couldn't find othe rpartner to use.
North Asia,Japan,43094,Platinum,Yes,Y,HPE - Japan,Partner,VPDF Planning,Emails,15/7/2021,General,"Inquiry received from partner on how to extend ORR closing date. Explained them the request process and contact point, also the basic rules of extension."
North Asia,Japan,67258,Gold,No,N,NETONESYSTEMS CO LTD,Veritas regional team,VPDF Planning,Emails,16/7/2021,General,PSM requested me to confirm Q4 plan
North Asia,Japan,67258,Gold,No,N,NETONESYSTEMS CO LTD,Veritas regional team,VPDF Planning,Emails,16/7/2021,General,Advised him that the plan has been approved so partner can proeed submission. Also requested him to check Q3 planning (14K) 
North Asia,0,0,0,0,N,veritas JPN,veritas regional team,Non Marketing,Webex/MS Teams,21/7/2021,General,"Bi-weekly catch up call with Ito san. Itosan was unavailable so gave quick update to Mikuniya san
- Q3 VPDF Update : another 14K needs to be released. ( 34K in total released despite of Japan get extra 34 K for discretionary. )  waiting for SB to submit plan. the deadline is 28 July"
North Asia,Japan,67258,Gold,No,N,NETONESYSTEMS CO LTD,veritas regional team,VPDF Planning,Emails,21/7/2021,General,Received update on VPDF. Neither NOS or Otsuka were able to execute the marketing actiivities. another 14K will be released.
North Asia,Japan,44205,Distribution Partner,No,Y,sB C&S Corp.,Veritas regional team,PRM related activities,Webex/MS Teams,21/7/2021,General,Informed DSM that SB hasn't submitted the request yet and the submission dealine is 28th July so push partner to submit plans into the system.
North Asia,0,0,0,0,N,veritas JPN,veritas regional team,Non Marketing,Emails,21/7/2021,General,Sent a meeting note to Itoasn cc Mikuniya san
North Asia,0,0,0,0,N,veritas JPN,veritas regional team,Marketing Campaigns,Emails,21/7/2021,General,Sent a Sales Play deck to gather feedback
North Asia,0,0,0,0,N,veritas JPN,veritas regional team,Non Marketing,Emails,22/7/2021,General,Sent a meeeting request to Tsubaki san to understand his intention on Channel Communication. The Call is scheduled on 2nd Aug.
North Asia,Japan,67258,Gold,No,N,nETONESYSTEMS CO LTD,Veritas regional team,ORR Support,Emails,19/7/2021,General,ORR regstration request received.  Requested PSM to provide customer address. 
North Asia,Japan,67258,Gold,No,N,nETONESYSTEMS CO LTD,Veritas regional team,ORR Support,Emails,26/7/2021,General,customer address received. 3 ORRs regstered on behalf of partner.
North Asia,Japan,67263,Platinum,No,Y,itochu Techno-Solutions Corporation,partner,PRM related activities,Emails,22/7/2021,General,"Infromed partner that their Claim (Claim ID 510472) is pening, so submit additional doc."
North Asia,0,0,0,0,N,veritas JPN,Veritas Channel Ops,VPDF Planning,Emails,22/7/2021,General,"Sent a note to Cherise that Japan wants to release another 14K.  Also, ponted out the fact Japan released 34K total for Q3 and their old practice came back. Itosan is aware of this and it will be added on agenda."
North Asia,0,0,0,0,N,veritas JPN,Veritas regional team,Non Marketing,Webex/MS Teams,2/8/2021,General,"Call with Tsubaki san
- he wants to improve Channel Comm so he is trying to understand the channel comms.
- explained bChannels SOW 
- VPDF and ORR - current status and challenges
- Tsubaki san's role : he is global channel lead. In charge of OEM business. "
North Asia,0,0,0,0,N,veritas JPN,Veritas APJ,Non Marketing,Webex/MS Teams,2/8/2021,General,Voice  Discussion - Japan wants to avoid the redirect page only provide English contents.  they want to know if possible and how?
North Asia,0,0,0,0,N,veritas JPN,Veritas regional team,Marketing Campaigns,Emails,3/8/2021,General,"Received support request from Kisung. 
 - Provided filtered Japanese account  and also Japan Plat&Gold partner's name ( both VPDF and MDF)"
North Asia,0,0,0,0,N,veritas JPN,Veritas regional team,Non Marketing,Emails,4/8/2021,General,"Bi weekly catch up Ito san
- VPDF and ORR update : agreed on having separte session later this week.
- Sales Play deck is shared and it will reviewd by Japan side. He wants to gather feedback from SE as well.
- Blits materials is shared. Call script and converstaion guide will be reviewed in Japan team.
Agreed on they will come back to me by mid of next week on the translation. Yuki to provide the popular VPDF/Marketing activiteis in other region."
North Asia,0,0,0,0,N,veritas JPN,Veritas regional team,Non Marketing,Emails,4/8/2021,General,Collect all region's insights for VPDF/Marketing activities and sent them to Itosan 
North Asia,0,0,0,0,N,veritas JPN,Veritas regional team,VPDF Planning,Emails,5/8/2021,General,Received a question from Kisung on Japan Q3 fund. Explained the reasn why Japan released 34K and the history.
North Asia,0,0,0,0,N,veritas JPN,Veritas regional team,VPDF Planning,Emails,5/8/2021,General,"VPDF and ORR Discussion. 
Japan team willl have VPDF discussion on 10th Aug. 
CTC main contact change to previous person( Kyoko Hirota ), however she is not that coporative on ORR.
Ito san may consider Funded Head for CTC - ideally they wanted to have someone physically visit CTC like rounder, however it will be difficult with Covid. they are considering someone remote.
NOS needs more ORR form enablement. The page and form has been updated.

Agreed on  ;
Ito san to educate CTC again to push them to register ORR by themself. Also , Ito san will tell Koumoto san to look for the angle to NOS to be independent. 
Meanwhile we continue the same practice. Yuki to share the deal ID from sales report then Itosan circle it back for tagging."
North Asia,0,0,0,0,N,Veritas JPN,Veritas regional team,Regional Reporting,Webex/MS Teams,5/8/2021,General,Question received on the latest Q4 budget from Kisung. the lates budget has been shared with her.
North Asia,0,0,0,0,N,veritas JPN,Veritas Channel Ops,VPDF Planning,Emails,5/8/2021,General,Q4 VPDF update. Confrimed Cherise with the DDF Discretionary part.
North Asia,0,0,0,0,N,veritas JPN,Veritas APJ,VPDF Planning,Emails,5/8/2021,General,VPDF Q4 guideline with timeline is shared with Itosan.
North Asia,Japan,67263,Platinum,No,Y,Itochu Techno-Solutions Corporation,Veritas regional team,Non Marketing,Webex/MS Teams,9/8/2021,General,Inquiry received on VSE from PSM. Explained the direction written in Email and advised to contact Cherise on further info.
North Asia,Japan,44205,Distribution Partner,No,Y,SB C&S Corp.,Veritas regional team,VPDF Planning,Emails,4/8/2021,General,Updated plan receved from DSM. it has been added to SP.
North Asia,0,0,0,0,N,Veritas JPN,Veritas regional team,ORR Support,Emails,9/8/2021,General,Sales pipe line report received. access the URL and obtain the latest report. Filtered them to identify CTC's deal. 6 deals identified. Sent it to Itosan to confirm.
North Asia,0,0,0,0,N,Veritas JPN,Veritas regional team,Marketing Campaigns,Emails,11/8/2021,General,Follow up email sent to Itosan and Mikuniya san on Blitz day material. 
North Asia,0,0,0,0,N,Veritas JPN,Veritas regional team,Marketing Campaigns,Emails,13/8/2021,General,Feedback received from Mikuniya san on Blitz day. They think the converstaion guide and call script will be valubale for partners. Inform Kisung the feedback.
North Asia,0,0,0,0,N,Veritas JPN,Veritas regional team,Marketing Campaigns,Emails,13/8/2021,General,Materilas ( urgent one ) have been shared with Bae san.
North Asia,0,0,0,0,N,Veritas JPN,Veritas regional team,Marketing Campaigns,Call/Chat Messaging,13/8/2021,General,"quick catch up to understand the status. 
- Kisung suddenly asked him to prepare email campaign and guide him bChannels can blast out email
- I explained our responsibility in Flexicomm and my SOW ( is quite different to KR)
- Targt partner will be informed by Kisng. 
"
North Asia,0,0,0,0,N,Veritas JPN,Veritas regional team,Marketing Campaigns,Emails,16/8/2021,General,Received a request from  Bae san to provide him original source. Forward the request to Dana.
North Asia,0,0,0,0,N,Veritas JPN,Veritas regional team,Marketing Campaigns,Emails,16/8/2021,General,Received a question from Alpha on translation reviewer - if they can pass this to Yakabe san. Sent a confirmation to Bae san if it is ok to ask Yakabe san to review the translation.
North Asia,0,0,0,0,N,Veritas JPN,Veritas APJ,Marketing Campaigns,Emails,18/8/2021,General,"Alice requested BE boot camp support to local team. Confirmed it is followed up by DSM with Ito san. Discussed with Itosan and confirmed DSM already guided Disties. Confirmed his email contains all necessary info. Respond her back that Japan does not need bChannels' support as it is taken care of DSMs. Also, asked if Japanese subtitles will be available during the session."
